ID,Title,Link,Difficulty,Paid Only,Status,Slug,Tags
2264,Largest 3-Same-Digit Number in String,https://leetcode.com/problems/largest-3-same-digit-number-in-string/,EASY,False,TO_DO,largest-3-same-digit-number-in-string,String
2265,Count Nodes Equal to Average of Subtree,https://leetcode.com/problems/count-nodes-equal-to-average-of-subtree/,MEDIUM,False,TO_DO,count-nodes-equal-to-average-of-subtree,"Tree, Depth-First Search, Binary Tree"
2266,Count Number of Texts,https://leetcode.com/problems/count-number-of-texts/,MEDIUM,False,TO_DO,count-number-of-texts,"Hash Table, Math, String, Dynamic Programming"
2267, Check if There Is a Valid Parentheses String Path,https://leetcode.com/problems/check-if-there-is-a-valid-parentheses-string-path/,HARD,False,TO_DO,check-if-there-is-a-valid-parentheses-string-path,"Array, Dynamic Programming, Matrix"
2268,Minimum Number of Keypresses,https://leetcode.com/problems/minimum-number-of-keypresses/,MEDIUM,True,TO_DO,minimum-number-of-keypresses,"Hash Table, String, Greedy, Sorting, Counting"
2269,Find the K-Beauty of a Number,https://leetcode.com/problems/find-the-k-beauty-of-a-number/,EASY,False,TO_DO,find-the-k-beauty-of-a-number,"Math, String, Sliding Window"
2270,Number of Ways to Split Array,https://leetcode.com/problems/number-of-ways-to-split-array/,MEDIUM,False,TO_DO,number-of-ways-to-split-array,"Array, Prefix Sum"
2271,Maximum White Tiles Covered by a Carpet,https://leetcode.com/problems/maximum-white-tiles-covered-by-a-carpet/,MEDIUM,False,TO_DO,maximum-white-tiles-covered-by-a-carpet,"Array, Binary Search, Greedy, Sliding Window, Sorting, Prefix Sum"
2272,Substring With Largest Variance,https://leetcode.com/problems/substring-with-largest-variance/,HARD,False,TO_DO,substring-with-largest-variance,"Hash Table, String, Dynamic Programming, Enumeration"
2273,Find Resultant Array After Removing Anagrams,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams/,EASY,False,TO_DO,find-resultant-array-after-removing-anagrams,"Array, Hash Table, String, Sorting"
2274,Maximum Consecutive Floors Without Special Floors,https://leetcode.com/problems/maximum-consecutive-floors-without-special-floors/,MEDIUM,False,TO_DO,maximum-consecutive-floors-without-special-floors,"Array, Sorting"
2275,Largest Combination With Bitwise AND Greater Than Zero,https://leetcode.com/problems/largest-combination-with-bitwise-and-greater-than-zero/,MEDIUM,False,TO_DO,largest-combination-with-bitwise-and-greater-than-zero,"Array, Hash Table, Bit Manipulation, Counting"
2276,Count Integers in Intervals,https://leetcode.com/problems/count-integers-in-intervals/,HARD,False,TO_DO,count-integers-in-intervals,"Design, Segment Tree, Ordered Set"
2277,Closest Node to Path in Tree,https://leetcode.com/problems/closest-node-to-path-in-tree/,HARD,True,TO_DO,closest-node-to-path-in-tree,"Array, Tree, Depth-First Search, Breadth-First Search"
2278,Percentage of Letter in String,https://leetcode.com/problems/percentage-of-letter-in-string/,EASY,False,TO_DO,percentage-of-letter-in-string,String
2279,Maximum Bags With Full Capacity of Rocks,https://leetcode.com/problems/maximum-bags-with-full-capacity-of-rocks/,MEDIUM,False,TO_DO,maximum-bags-with-full-capacity-of-rocks,"Array, Greedy, Sorting"
2280,Minimum Lines to Represent a Line Chart,https://leetcode.com/problems/minimum-lines-to-represent-a-line-chart/,MEDIUM,False,TO_DO,minimum-lines-to-represent-a-line-chart,"Array, Math, Geometry, Sorting, Number Theory"
2281,Sum of Total Strength of Wizards,https://leetcode.com/problems/sum-of-total-strength-of-wizards/,HARD,False,TO_DO,sum-of-total-strength-of-wizards,"Array, Stack, Monotonic Stack, Prefix Sum"
2282,Number of People That Can Be Seen in a Grid,https://leetcode.com/problems/number-of-people-that-can-be-seen-in-a-grid/,MEDIUM,True,TO_DO,number-of-people-that-can-be-seen-in-a-grid,"Array, Stack, Matrix, Monotonic Stack"
2283,Check if Number Has Equal Digit Count and Digit Value,https://leetcode.com/problems/check-if-number-has-equal-digit-count-and-digit-value/,EASY,False,TO_DO,check-if-number-has-equal-digit-count-and-digit-value,"Hash Table, String, Counting"
2284,Sender With Largest Word Count,https://leetcode.com/problems/sender-with-largest-word-count/,MEDIUM,False,TO_DO,sender-with-largest-word-count,"Array, Hash Table, String, Counting"
2285,Maximum Total Importance of Roads,https://leetcode.com/problems/maximum-total-importance-of-roads/,MEDIUM,False,TO_DO,maximum-total-importance-of-roads,"Greedy, Graph Theory, Sorting, Heap (Priority Queue)"
2286,Booking Concert Tickets in Groups,https://leetcode.com/problems/booking-concert-tickets-in-groups/,HARD,False,TO_DO,booking-concert-tickets-in-groups,"Binary Search, Design, Binary Indexed Tree, Segment Tree"
2287,Rearrange Characters to Make Target String,https://leetcode.com/problems/rearrange-characters-to-make-target-string/,EASY,False,TO_DO,rearrange-characters-to-make-target-string,"Hash Table, String, Counting"
2288,Apply Discount to Prices,https://leetcode.com/problems/apply-discount-to-prices/,MEDIUM,False,TO_DO,apply-discount-to-prices,String
2289,Steps to Make Array Non-decreasing,https://leetcode.com/problems/steps-to-make-array-non-decreasing/,MEDIUM,False,TO_DO,steps-to-make-array-non-decreasing,"Array, Linked List, Dynamic Programming, Stack, Monotonic Stack, Simulation"
2290,Minimum Obstacle Removal to Reach Corner,https://leetcode.com/problems/minimum-obstacle-removal-to-reach-corner/,HARD,False,TO_DO,minimum-obstacle-removal-to-reach-corner,"Array, Breadth-First Search, Graph Theory, Heap (Priority Queue), Matrix, Shortest Path"
2291,Maximum Profit From Trading Stocks,https://leetcode.com/problems/maximum-profit-from-trading-stocks/,MEDIUM,True,TO_DO,maximum-profit-from-trading-stocks,"Array, Dynamic Programming"
2292,Products With Three or More Orders in Two Consecutive Years,https://leetcode.com/problems/products-with-three-or-more-orders-in-two-consecutive-years/,MEDIUM,True,TO_DO,products-with-three-or-more-orders-in-two-consecutive-years,Database
2293,Min Max Game,https://leetcode.com/problems/min-max-game/,EASY,False,TO_DO,min-max-game,"Array, Simulation"
2294,Partition Array Such That Maximum Difference Is K,https://leetcode.com/problems/partition-array-such-that-maximum-difference-is-k/,MEDIUM,False,TO_DO,partition-array-such-that-maximum-difference-is-k,"Array, Greedy, Sorting"
2295,Replace Elements in an Array,https://leetcode.com/problems/replace-elements-in-an-array/,MEDIUM,False,TO_DO,replace-elements-in-an-array,"Array, Hash Table, Simulation"
2296,Design a Text Editor,https://leetcode.com/problems/design-a-text-editor/,HARD,False,TO_DO,design-a-text-editor,"Linked List, String, Stack, Design, Simulation, Doubly-Linked List"
2297,Jump Game VIII,https://leetcode.com/problems/jump-game-viii/,MEDIUM,True,TO_DO,jump-game-viii,"Array, Dynamic Programming, Stack, Graph Theory, Monotonic Stack, Shortest Path"
2298,Tasks Count in the Weekend,https://leetcode.com/problems/tasks-count-in-the-weekend/,MEDIUM,True,TO_DO,tasks-count-in-the-weekend,Database
2299,Strong Password Checker II,https://leetcode.com/problems/strong-password-checker-ii/,EASY,False,TO_DO,strong-password-checker-ii,String
2300,Successful Pairs of Spells and Potions,https://leetcode.com/problems/successful-pairs-of-spells-and-potions/,MEDIUM,False,TO_DO,successful-pairs-of-spells-and-potions,"Array, Two Pointers, Binary Search, Sorting"
2301,Match Substring After Replacement,https://leetcode.com/problems/match-substring-after-replacement/,HARD,False,TO_DO,match-substring-after-replacement,"Array, Hash Table, String, String Matching"
2302,Count Subarrays With Score Less Than K,https://leetcode.com/problems/count-subarrays-with-score-less-than-k/,HARD,False,TO_DO,count-subarrays-with-score-less-than-k,"Array, Binary Search, Sliding Window, Prefix Sum"
2303,Calculate Amount Paid in Taxes,https://leetcode.com/problems/calculate-amount-paid-in-taxes/,EASY,False,TO_DO,calculate-amount-paid-in-taxes,"Array, Simulation"
2304,Minimum Path Cost in a Grid,https://leetcode.com/problems/minimum-path-cost-in-a-grid/,MEDIUM,False,TO_DO,minimum-path-cost-in-a-grid,"Array, Dynamic Programming, Matrix"
2305,Fair Distribution of Cookies,https://leetcode.com/problems/fair-distribution-of-cookies/,MEDIUM,False,TO_DO,fair-distribution-of-cookies,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
2306,Naming a Company,https://leetcode.com/problems/naming-a-company/,HARD,False,TO_DO,naming-a-company,"Array, Hash Table, String, Bit Manipulation, Enumeration"
2307,Check for Contradictions in Equations,https://leetcode.com/problems/check-for-contradictions-in-equations/,HARD,True,TO_DO,check-for-contradictions-in-equations,"Array, Depth-First Search, Union-Find, Graph Theory"
2308,Arrange Table by Gender,https://leetcode.com/problems/arrange-table-by-gender/,MEDIUM,True,TO_DO,arrange-table-by-gender,Database
2309,Greatest English Letter in Upper and Lower Case,https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case/,EASY,False,TO_DO,greatest-english-letter-in-upper-and-lower-case,"Hash Table, String, Enumeration"
2310,Sum of Numbers With Units Digit K,https://leetcode.com/problems/sum-of-numbers-with-units-digit-k/,MEDIUM,False,TO_DO,sum-of-numbers-with-units-digit-k,"Math, Dynamic Programming, Greedy, Enumeration"
2311,Longest Binary Subsequence Less Than or Equal to K,https://leetcode.com/problems/longest-binary-subsequence-less-than-or-equal-to-k/,MEDIUM,False,TO_DO,longest-binary-subsequence-less-than-or-equal-to-k,"String, Dynamic Programming, Greedy, Memoization"
2312,Selling Pieces of Wood,https://leetcode.com/problems/selling-pieces-of-wood/,HARD,False,TO_DO,selling-pieces-of-wood,"Array, Dynamic Programming, Memoization"
2313,Minimum Flips in Binary Tree to Get Result,https://leetcode.com/problems/minimum-flips-in-binary-tree-to-get-result/,HARD,True,TO_DO,minimum-flips-in-binary-tree-to-get-result,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
2314,The First Day of the Maximum Recorded Degree in Each City,https://leetcode.com/problems/the-first-day-of-the-maximum-recorded-degree-in-each-city/,MEDIUM,True,TO_DO,the-first-day-of-the-maximum-recorded-degree-in-each-city,Database
2315,Count Asterisks,https://leetcode.com/problems/count-asterisks/,EASY,False,TO_DO,count-asterisks,String
2316,Count Unreachable Pairs of Nodes in an Undirected Graph,https://leetcode.com/problems/count-unreachable-pairs-of-nodes-in-an-undirected-graph/,MEDIUM,False,TO_DO,count-unreachable-pairs-of-nodes-in-an-undirected-graph,"Depth-First Search, Breadth-First Search, Union-Find, Graph Theory"
2317,Maximum XOR After Operations ,https://leetcode.com/problems/maximum-xor-after-operations/,MEDIUM,False,TO_DO,maximum-xor-after-operations,"Array, Math, Bit Manipulation"
2318,Number of Distinct Roll Sequences,https://leetcode.com/problems/number-of-distinct-roll-sequences/,HARD,False,TO_DO,number-of-distinct-roll-sequences,"Dynamic Programming, Memoization"
2319,Check if Matrix Is X-Matrix,https://leetcode.com/problems/check-if-matrix-is-x-matrix/,EASY,False,TO_DO,check-if-matrix-is-x-matrix,"Array, Matrix"
2320,Count Number of Ways to Place Houses,https://leetcode.com/problems/count-number-of-ways-to-place-houses/,MEDIUM,False,TO_DO,count-number-of-ways-to-place-houses,Dynamic Programming
2321,Maximum Score Of Spliced Array,https://leetcode.com/problems/maximum-score-of-spliced-array/,HARD,False,TO_DO,maximum-score-of-spliced-array,"Array, Dynamic Programming"
2322,Minimum Score After Removals on a Tree,https://leetcode.com/problems/minimum-score-after-removals-on-a-tree/,HARD,False,TO_DO,minimum-score-after-removals-on-a-tree,"Array, Bit Manipulation, Tree, Depth-First Search"
2323,Find Minimum Time to Finish All Jobs II,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs-ii/,MEDIUM,True,TO_DO,find-minimum-time-to-finish-all-jobs-ii,"Array, Greedy, Sorting"
2324,Product Sales Analysis IV,https://leetcode.com/problems/product-sales-analysis-iv/,MEDIUM,True,TO_DO,product-sales-analysis-iv,Database
2325,Decode the Message,https://leetcode.com/problems/decode-the-message/,EASY,False,TO_DO,decode-the-message,"Hash Table, String"
2326,Spiral Matrix IV,https://leetcode.com/problems/spiral-matrix-iv/,MEDIUM,False,TO_DO,spiral-matrix-iv,"Array, Linked List, Matrix, Simulation"
2327,Number of People Aware of a Secret,https://leetcode.com/problems/number-of-people-aware-of-a-secret/,MEDIUM,False,TO_DO,number-of-people-aware-of-a-secret,"Dynamic Programming, Queue, Simulation"
2328,Number of Increasing Paths in a Grid,https://leetcode.com/problems/number-of-increasing-paths-in-a-grid/,HARD,False,TO_DO,number-of-increasing-paths-in-a-grid,"Array, Dynamic Programming, Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort, Memoization, Matrix"
2329,Product Sales Analysis V,https://leetcode.com/problems/product-sales-analysis-v/,EASY,True,TO_DO,product-sales-analysis-v,Database
2330,Valid Palindrome IV,https://leetcode.com/problems/valid-palindrome-iv/,MEDIUM,True,TO_DO,valid-palindrome-iv,"Two Pointers, String"
2331,Evaluate Boolean Binary Tree,https://leetcode.com/problems/evaluate-boolean-binary-tree/,EASY,False,TO_DO,evaluate-boolean-binary-tree,"Tree, Depth-First Search, Binary Tree"
2332,The Latest Time to Catch a Bus,https://leetcode.com/problems/the-latest-time-to-catch-a-bus/,MEDIUM,False,TO_DO,the-latest-time-to-catch-a-bus,"Array, Two Pointers, Binary Search, Sorting"
2333,Minimum Sum of Squared Difference,https://leetcode.com/problems/minimum-sum-of-squared-difference/,MEDIUM,False,TO_DO,minimum-sum-of-squared-difference,"Array, Binary Search, Greedy, Sorting, Heap (Priority Queue)"
2334,Subarray With Elements Greater Than Varying Threshold,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold/,HARD,False,TO_DO,subarray-with-elements-greater-than-varying-threshold,"Array, Stack, Union-Find, Monotonic Stack"
2335,Minimum Amount of Time to Fill Cups,https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups/,EASY,False,TO_DO,minimum-amount-of-time-to-fill-cups,"Array, Greedy, Sorting, Heap (Priority Queue)"
2336,Smallest Number in Infinite Set,https://leetcode.com/problems/smallest-number-in-infinite-set/,MEDIUM,False,TO_DO,smallest-number-in-infinite-set,"Hash Table, Design, Heap (Priority Queue), Ordered Set"
2337,Move Pieces to Obtain a String,https://leetcode.com/problems/move-pieces-to-obtain-a-string/,MEDIUM,False,TO_DO,move-pieces-to-obtain-a-string,"Two Pointers, String"
2338,Count the Number of Ideal Arrays,https://leetcode.com/problems/count-the-number-of-ideal-arrays/,HARD,False,TO_DO,count-the-number-of-ideal-arrays,"Math, Dynamic Programming, Combinatorics, Number Theory"
2339,All the Matches of the League,https://leetcode.com/problems/all-the-matches-of-the-league/,EASY,True,TO_DO,all-the-matches-of-the-league,Database
2340,Minimum Adjacent Swaps to Make a Valid Array,https://leetcode.com/problems/minimum-adjacent-swaps-to-make-a-valid-array/,MEDIUM,True,TO_DO,minimum-adjacent-swaps-to-make-a-valid-array,"Array, Greedy"
2341,Maximum Number of Pairs in Array,https://leetcode.com/problems/maximum-number-of-pairs-in-array/,EASY,False,TO_DO,maximum-number-of-pairs-in-array,"Array, Hash Table, Counting"
2342,Max Sum of a Pair With Equal Sum of Digits,https://leetcode.com/problems/max-sum-of-a-pair-with-equal-sum-of-digits/,MEDIUM,False,TO_DO,max-sum-of-a-pair-with-equal-sum-of-digits,"Array, Hash Table, Sorting, Heap (Priority Queue)"
2343,Query Kth Smallest Trimmed Number,https://leetcode.com/problems/query-kth-smallest-trimmed-number/,MEDIUM,False,TO_DO,query-kth-smallest-trimmed-number,"Array, String, Divide and Conquer, Sorting, Heap (Priority Queue), Radix Sort, Quickselect"
2344,Minimum Deletions to Make Array Divisible,https://leetcode.com/problems/minimum-deletions-to-make-array-divisible/,HARD,False,TO_DO,minimum-deletions-to-make-array-divisible,"Array, Math, Sorting, Heap (Priority Queue), Number Theory"
2345,Finding the Number of Visible Mountains,https://leetcode.com/problems/finding-the-number-of-visible-mountains/,MEDIUM,True,TO_DO,finding-the-number-of-visible-mountains,"Array, Stack, Sorting, Monotonic Stack"
2346,Compute the Rank as a Percentage,https://leetcode.com/problems/compute-the-rank-as-a-percentage/,MEDIUM,True,TO_DO,compute-the-rank-as-a-percentage,Database
2347,Best Poker Hand,https://leetcode.com/problems/best-poker-hand/,EASY,False,TO_DO,best-poker-hand,"Array, Hash Table, Counting"
2348,Number of Zero-Filled Subarrays,https://leetcode.com/problems/number-of-zero-filled-subarrays/,MEDIUM,False,TO_DO,number-of-zero-filled-subarrays,"Array, Math"
2349,Design a Number Container System,https://leetcode.com/problems/design-a-number-container-system/,MEDIUM,False,TO_DO,design-a-number-container-system,"Hash Table, Design, Heap (Priority Queue), Ordered Set"
2350,Shortest Impossible Sequence of Rolls,https://leetcode.com/problems/shortest-impossible-sequence-of-rolls/,HARD,False,TO_DO,shortest-impossible-sequence-of-rolls,"Array, Hash Table, Greedy"
2351,First Letter to Appear Twice,https://leetcode.com/problems/first-letter-to-appear-twice/,EASY,False,TO_DO,first-letter-to-appear-twice,"Hash Table, String, Bit Manipulation, Counting"
2352,Equal Row and Column Pairs,https://leetcode.com/problems/equal-row-and-column-pairs/,MEDIUM,False,TO_DO,equal-row-and-column-pairs,"Array, Hash Table, Matrix, Simulation"
2353,Design a Food Rating System,https://leetcode.com/problems/design-a-food-rating-system/,MEDIUM,False,TO_DO,design-a-food-rating-system,"Array, Hash Table, String, Design, Heap (Priority Queue), Ordered Set"
2354,Number of Excellent Pairs,https://leetcode.com/problems/number-of-excellent-pairs/,HARD,False,TO_DO,number-of-excellent-pairs,"Array, Hash Table, Binary Search, Bit Manipulation"
2355,Maximum Number of Books You Can Take,https://leetcode.com/problems/maximum-number-of-books-you-can-take/,HARD,True,TO_DO,maximum-number-of-books-you-can-take,"Array, Dynamic Programming, Stack, Monotonic Stack"
2356,Number of Unique Subjects Taught by Each Teacher,https://leetcode.com/problems/number-of-unique-subjects-taught-by-each-teacher/,EASY,False,TO_DO,number-of-unique-subjects-taught-by-each-teacher,Database
2357,Make Array Zero by Subtracting Equal Amounts,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts/,EASY,False,TO_DO,make-array-zero-by-subtracting-equal-amounts,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Simulation"
2358,Maximum Number of Groups Entering a Competition,https://leetcode.com/problems/maximum-number-of-groups-entering-a-competition/,MEDIUM,False,TO_DO,maximum-number-of-groups-entering-a-competition,"Array, Math, Binary Search, Greedy"
2359,Find Closest Node to Given Two Nodes,https://leetcode.com/problems/find-closest-node-to-given-two-nodes/,MEDIUM,False,TO_DO,find-closest-node-to-given-two-nodes,"Depth-First Search, Graph Theory"
2360,Longest Cycle in a Graph,https://leetcode.com/problems/longest-cycle-in-a-graph/,HARD,False,TO_DO,longest-cycle-in-a-graph,"Depth-First Search, Breadth-First Search, Graph Theory, Topological Sort"
2361,Minimum Costs Using the Train Line,https://leetcode.com/problems/minimum-costs-using-the-train-line/,HARD,True,TO_DO,minimum-costs-using-the-train-line,"Array, Dynamic Programming"
2362,Generate the Invoice,https://leetcode.com/problems/generate-the-invoice/,HARD,True,TO_DO,generate-the-invoice,Database
2363,Merge Similar Items,https://leetcode.com/problems/merge-similar-items/,EASY,False,TO_DO,merge-similar-items,"Array, Hash Table, Sorting, Ordered Set"
2364,Count Number of Bad Pairs,https://leetcode.com/problems/count-number-of-bad-pairs/,MEDIUM,False,TO_DO,count-number-of-bad-pairs,"Array, Hash Table, Math, Counting"
2365,Task Scheduler II,https://leetcode.com/problems/task-scheduler-ii/,MEDIUM,False,TO_DO,task-scheduler-ii,"Array, Hash Table, Simulation"
2366,Minimum Replacements to Sort the Array,https://leetcode.com/problems/minimum-replacements-to-sort-the-array/,HARD,False,TO_DO,minimum-replacements-to-sort-the-array,"Array, Math, Greedy"
2367,Number of Arithmetic Triplets,https://leetcode.com/problems/number-of-arithmetic-triplets/,EASY,False,TO_DO,number-of-arithmetic-triplets,"Array, Hash Table, Two Pointers, Enumeration"
2368,Reachable Nodes With Restrictions,https://leetcode.com/problems/reachable-nodes-with-restrictions/,MEDIUM,False,TO_DO,reachable-nodes-with-restrictions,"Array, Hash Table, Tree, Depth-First Search, Breadth-First Search, Union-Find, Graph Theory"
2369,Check if There is a Valid Partition For The Array,https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array/,MEDIUM,False,TO_DO,check-if-there-is-a-valid-partition-for-the-array,"Array, Dynamic Programming"
2370,Longest Ideal Subsequence,https://leetcode.com/problems/longest-ideal-subsequence/,MEDIUM,False,TO_DO,longest-ideal-subsequence,"Hash Table, String, Dynamic Programming"
2371,Minimize Maximum Value in a Grid,https://leetcode.com/problems/minimize-maximum-value-in-a-grid/,HARD,True,TO_DO,minimize-maximum-value-in-a-grid,"Array, Union-Find, Graph Theory, Topological Sort, Sorting, Matrix"
2372,Calculate the Influence of Each Salesperson,https://leetcode.com/problems/calculate-the-influence-of-each-salesperson/,MEDIUM,True,TO_DO,calculate-the-influence-of-each-salesperson,Database
2373,Largest Local Values in a Matrix,https://leetcode.com/problems/largest-local-values-in-a-matrix/,EASY,False,TO_DO,largest-local-values-in-a-matrix,"Array, Matrix"
2374,Node With Highest Edge Score,https://leetcode.com/problems/node-with-highest-edge-score/,MEDIUM,False,TO_DO,node-with-highest-edge-score,"Hash Table, Graph Theory"
2375,Construct Smallest Number From DI String,https://leetcode.com/problems/construct-smallest-number-from-di-string/,MEDIUM,False,TO_DO,construct-smallest-number-from-di-string,"String, Backtracking, Stack, Greedy"
2376,Count Special Integers,https://leetcode.com/problems/count-special-integers/,HARD,False,TO_DO,count-special-integers,"Math, Dynamic Programming"
2377,Sort the Olympic Table,https://leetcode.com/problems/sort-the-olympic-table/,EASY,True,TO_DO,sort-the-olympic-table,Database
2378,Choose Edges to Maximize Score in a Tree,https://leetcode.com/problems/choose-edges-to-maximize-score-in-a-tree/,MEDIUM,True,TO_DO,choose-edges-to-maximize-score-in-a-tree,"Dynamic Programming, Tree, Depth-First Search"
2379,Minimum Recolors to Get K Consecutive Black Blocks,https://leetcode.com/problems/minimum-recolors-to-get-k-consecutive-black-blocks/,EASY,False,TO_DO,minimum-recolors-to-get-k-consecutive-black-blocks,"String, Sliding Window"
2380,Time Needed to Rearrange a Binary String,https://leetcode.com/problems/time-needed-to-rearrange-a-binary-string/,MEDIUM,False,TO_DO,time-needed-to-rearrange-a-binary-string,"String, Dynamic Programming, Simulation"
2381,Shifting Letters II,https://leetcode.com/problems/shifting-letters-ii/,MEDIUM,False,TO_DO,shifting-letters-ii,"Array, String, Prefix Sum"
2382,Maximum Segment Sum After Removals,https://leetcode.com/problems/maximum-segment-sum-after-removals/,HARD,False,TO_DO,maximum-segment-sum-after-removals,"Array, Union-Find, Prefix Sum, Ordered Set"
2383,Minimum Hours of Training to Win a Competition,https://leetcode.com/problems/minimum-hours-of-training-to-win-a-competition/,EASY,False,TO_DO,minimum-hours-of-training-to-win-a-competition,"Array, Greedy"
2384,Largest Palindromic Number,https://leetcode.com/problems/largest-palindromic-number/,MEDIUM,False,TO_DO,largest-palindromic-number,"Hash Table, String, Greedy, Counting"
2385,Amount of Time for Binary Tree to Be Infected,https://leetcode.com/problems/amount-of-time-for-binary-tree-to-be-infected/,MEDIUM,False,TO_DO,amount-of-time-for-binary-tree-to-be-infected,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
2386,Find the K-Sum of an Array,https://leetcode.com/problems/find-the-k-sum-of-an-array/,HARD,False,TO_DO,find-the-k-sum-of-an-array,"Array, Sorting, Heap (Priority Queue)"
2387,Median of a Row Wise Sorted Matrix,https://leetcode.com/problems/median-of-a-row-wise-sorted-matrix/,MEDIUM,True,TO_DO,median-of-a-row-wise-sorted-matrix,"Array, Binary Search, Matrix"
2388,Change Null Values in a Table to the Previous Value,https://leetcode.com/problems/change-null-values-in-a-table-to-the-previous-value/,MEDIUM,True,TO_DO,change-null-values-in-a-table-to-the-previous-value,Database
2389,Longest Subsequence With Limited Sum,https://leetcode.com/problems/longest-subsequence-with-limited-sum/,EASY,False,TO_DO,longest-subsequence-with-limited-sum,"Array, Binary Search, Greedy, Sorting, Prefix Sum"
2390,Removing Stars From a String,https://leetcode.com/problems/removing-stars-from-a-string/,MEDIUM,False,TO_DO,removing-stars-from-a-string,"String, Stack, Simulation"
2391,Minimum Amount of Time to Collect Garbage,https://leetcode.com/problems/minimum-amount-of-time-to-collect-garbage/,MEDIUM,False,TO_DO,minimum-amount-of-time-to-collect-garbage,"Array, String, Prefix Sum"
2392,Build a Matrix With Conditions,https://leetcode.com/problems/build-a-matrix-with-conditions/,HARD,False,TO_DO,build-a-matrix-with-conditions,"Array, Graph Theory, Topological Sort, Matrix"
2393,Count Strictly Increasing Subarrays,https://leetcode.com/problems/count-strictly-increasing-subarrays/,MEDIUM,True,TO_DO,count-strictly-increasing-subarrays,"Array, Math, Dynamic Programming"
2394,Employees With Deductions,https://leetcode.com/problems/employees-with-deductions/,MEDIUM,True,TO_DO,employees-with-deductions,Database
2395,Find Subarrays With Equal Sum,https://leetcode.com/problems/find-subarrays-with-equal-sum/,EASY,False,TO_DO,find-subarrays-with-equal-sum,"Array, Hash Table"
2396,Strictly Palindromic Number,https://leetcode.com/problems/strictly-palindromic-number/,MEDIUM,False,TO_DO,strictly-palindromic-number,"Math, Two Pointers, Brainteaser"
2397,Maximum Rows Covered by Columns,https://leetcode.com/problems/maximum-rows-covered-by-columns/,MEDIUM,False,TO_DO,maximum-rows-covered-by-columns,"Array, Backtracking, Bit Manipulation, Matrix, Enumeration"
2398,Maximum Number of Robots Within Budget,https://leetcode.com/problems/maximum-number-of-robots-within-budget/,HARD,False,TO_DO,maximum-number-of-robots-within-budget,"Array, Binary Search, Queue, Sliding Window, Heap (Priority Queue), Prefix Sum, Monotonic Queue"
2399,Check Distances Between Same Letters,https://leetcode.com/problems/check-distances-between-same-letters/,EASY,False,TO_DO,check-distances-between-same-letters,"Array, Hash Table, String"
2400,Number of Ways to Reach a Position After Exactly k Steps,https://leetcode.com/problems/number-of-ways-to-reach-a-position-after-exactly-k-steps/,MEDIUM,False,TO_DO,number-of-ways-to-reach-a-position-after-exactly-k-steps,"Math, Dynamic Programming, Combinatorics"
2401,Longest Nice Subarray,https://leetcode.com/problems/longest-nice-subarray/,MEDIUM,False,TO_DO,longest-nice-subarray,"Array, Bit Manipulation, Sliding Window"
2402,Meeting Rooms III,https://leetcode.com/problems/meeting-rooms-iii/,HARD,False,TO_DO,meeting-rooms-iii,"Array, Hash Table, Sorting, Heap (Priority Queue), Simulation"
2403,Minimum Time to Kill All Monsters,https://leetcode.com/problems/minimum-time-to-kill-all-monsters/,HARD,True,TO_DO,minimum-time-to-kill-all-monsters,"Array, Dynamic Programming, Bit Manipulation, Bitmask"
2404,Most Frequent Even Element,https://leetcode.com/problems/most-frequent-even-element/,EASY,False,TO_DO,most-frequent-even-element,"Array, Hash Table, Counting"
2405,Optimal Partition of String,https://leetcode.com/problems/optimal-partition-of-string/,MEDIUM,False,TO_DO,optimal-partition-of-string,"Hash Table, String, Greedy"
2406,Divide Intervals Into Minimum Number of Groups,https://leetcode.com/problems/divide-intervals-into-minimum-number-of-groups/,MEDIUM,False,TO_DO,divide-intervals-into-minimum-number-of-groups,"Array, Two Pointers, Greedy, Sorting, Heap (Priority Queue), Prefix Sum"
2407,Longest Increasing Subsequence II,https://leetcode.com/problems/longest-increasing-subsequence-ii/,HARD,False,TO_DO,longest-increasing-subsequence-ii,"Array, Divide and Conquer, Dynamic Programming, Binary Indexed Tree, Segment Tree, Queue, Monotonic Queue"
2408,Design SQL,https://leetcode.com/problems/design-sql/,MEDIUM,True,TO_DO,design-sql,"Array, Hash Table, String, Design"
2409,Count Days Spent Together,https://leetcode.com/problems/count-days-spent-together/,EASY,False,TO_DO,count-days-spent-together,"Math, String"
2410,Maximum Matching of Players With Trainers,https://leetcode.com/problems/maximum-matching-of-players-with-trainers/,MEDIUM,False,TO_DO,maximum-matching-of-players-with-trainers,"Array, Two Pointers, Greedy, Sorting"
