ID,Title,Link,Difficulty,Paid Only,Status,Slug,Description,Hints
1628,Count Submatrices With All Ones,https://leetcode.com/problems/count-submatrices-with-all-ones/,Medium,False,,count-submatrices-with-all-ones,Practice problem: Count Submatrices With All Ones.,No hints available.
1627,Last Moment Before All Ants Fall Out of a Plank,https://leetcode.com/problems/last-moment-before-all-ants-fall-out-of-a-plank/,Medium,False,,last-moment-before-all-ants-fall-out-of-a-plank,Practice problem: Last Moment Before All Ants Fall Out of a Plank.,No hints available.
1626,Can Make Arithmetic Progression From Sequence,https://leetcode.com/problems/can-make-arithmetic-progression-from-sequence/,Easy,False,,can-make-arithmetic-progression-from-sequence,Practice problem: Can Make Arithmetic Progression From Sequence.,No hints available.
1625,Group Sold Products By The Date,https://leetcode.com/problems/group-sold-products-by-the-date/,Easy,False,,group-sold-products-by-the-date,Practice problem: Group Sold Products By The Date.,No hints available.
1624,Clone Binary Tree With Random Pointer,https://leetcode.com/problems/clone-binary-tree-with-random-pointer/,Medium,True,,clone-binary-tree-with-random-pointer,Practice problem: Clone Binary Tree With Random Pointer.,No hints available.
1623,Sales by Day of the Week,https://leetcode.com/problems/sales-by-day-of-the-week/,Hard,True,,sales-by-day-of-the-week,Practice problem: Sales by Day of the Week.,No hints available.
1622,Max Value of Equation,https://leetcode.com/problems/max-value-of-equation/,Hard,False,,max-value-of-equation,Practice problem: Max Value of Equation.,No hints available.
1621,Number of Subsequences That Satisfy the Given Sum Condition,https://leetcode.com/problems/number-of-subsequences-that-satisfy-the-given-sum-condition/,Medium,False,,number-of-subsequences-that-satisfy-the-given-sum-condition,Practice problem: Number of Subsequences That Satisfy the Given Sum Condition.,No hints available.
1620,Check If Array Pairs Are Divisible by k,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k/,Medium,False,,check-if-array-pairs-are-divisible-by-k,Practice problem: Check If Array Pairs Are Divisible by k.,No hints available.
1619,Path Crossing,https://leetcode.com/problems/path-crossing/,Easy,False,,path-crossing,Practice problem: Path Crossing.,No hints available.
1618,Delete N Nodes After M Nodes of a Linked List,https://leetcode.com/problems/delete-n-nodes-after-m-nodes-of-a-linked-list/,Easy,True,,delete-n-nodes-after-m-nodes-of-a-linked-list,Practice problem: Delete N Nodes After M Nodes of a Linked List.,No hints available.
1617,Stone Game IV,https://leetcode.com/problems/stone-game-iv/,Hard,False,,stone-game-iv,Practice problem: Stone Game IV.,No hints available.
1616,Minimum Difference Between Largest and Smallest Value in Three Moves,https://leetcode.com/problems/minimum-difference-between-largest-and-smallest-value-in-three-moves/,Medium,False,,minimum-difference-between-largest-and-smallest-value-in-three-moves,Practice problem: Minimum Difference Between Largest and Smallest Value in Three Moves.,No hints available.
1615,Range Sum of Sorted Subarray Sums,https://leetcode.com/problems/range-sum-of-sorted-subarray-sums/,Medium,False,,range-sum-of-sorted-subarray-sums,Practice problem: Range Sum of Sorted Subarray Sums.,No hints available.
1613,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,https://leetcode.com/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree/,Hard,False,,find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,Practice problem: Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree.,No hints available.
1612,Avoid Flood in The City,https://leetcode.com/problems/avoid-flood-in-the-city/,Medium,False,,avoid-flood-in-the-city,Practice problem: Avoid Flood in The City.,No hints available.
1611,Making File Names Unique,https://leetcode.com/problems/making-file-names-unique/,Medium,False,,making-file-names-unique,Practice problem: Making File Names Unique.,No hints available.
1610,XOR Operation in an Array,https://leetcode.com/problems/xor-operation-in-an-array/,Easy,False,,xor-operation-in-an-array,Practice problem: XOR Operation in an Array.,No hints available.
1609,Find All The Lonely Nodes,https://leetcode.com/problems/find-all-the-lonely-nodes/,Easy,True,,find-all-the-lonely-nodes,Practice problem: Find All The Lonely Nodes.,No hints available.
1608,Calculate Salaries,https://leetcode.com/problems/calculate-salaries/,Medium,True,,calculate-salaries,Practice problem: Calculate Salaries.,No hints available.
1607,Rectangles Area,https://leetcode.com/problems/rectangles-area/,Medium,True,,rectangles-area,Practice problem: Rectangles Area.,No hints available.
1605,Minimum Number of Days to Make m Bouquets,https://leetcode.com/problems/minimum-number-of-days-to-make-m-bouquets/,Medium,False,,minimum-number-of-days-to-make-m-bouquets,Practice problem: Minimum Number of Days to Make m Bouquets.,No hints available.
1604,Least Number of Unique Integers after K Removals,https://leetcode.com/problems/least-number-of-unique-integers-after-k-removals/,Medium,False,,least-number-of-unique-integers-after-k-removals,Practice problem: Least Number of Unique Integers after K Removals.,No hints available.
1603,Running Sum of 1d Array,https://leetcode.com/problems/running-sum-of-1d-array/,Easy,False,,running-sum-of-1d-array,Practice problem: Running Sum of 1d Array.,No hints available.
1587,Parallel Courses II,https://leetcode.com/problems/parallel-courses-ii/,Hard,False,,parallel-courses-ii,Practice problem: Parallel Courses II.,No hints available.
1586,Longest Subarray of 1's After Deleting One Element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/,Medium,False,,longest-subarray-of-1s-after-deleting-one-element,Practice problem: Longest Subarray of 1's After Deleting One Element.,No hints available.
1585,The kth Factor of n,https://leetcode.com/problems/the-kth-factor-of-n/,Medium,False,,the-kth-factor-of-n,Practice problem: The kth Factor of n.,No hints available.
1584,Average Salary Excluding the Minimum and Maximum Salary,https://leetcode.com/problems/average-salary-excluding-the-minimum-and-maximum-salary/,Easy,False,,average-salary-excluding-the-minimum-and-maximum-salary,Practice problem: Average Salary Excluding the Minimum and Maximum Salary.,No hints available.
1583,Paint House III,https://leetcode.com/problems/paint-house-iii/,Hard,False,,paint-house-iii,Practice problem: Paint House III.,No hints available.
1582,Design Browser History,https://leetcode.com/problems/design-browser-history/,Medium,False,,design-browser-history,Practice problem: Design Browser History.,No hints available.
1581,The k Strongest Values in an Array,https://leetcode.com/problems/the-k-strongest-values-in-an-array/,Medium,False,,the-k-strongest-values-in-an-array,Practice problem: The k Strongest Values in an Array.,No hints available.
1580,Shuffle the Array,https://leetcode.com/problems/shuffle-the-array/,Easy,False,,shuffle-the-array,Practice problem: Shuffle the Array.,No hints available.
1579,Active Users,https://leetcode.com/problems/active-users/,Medium,True,,active-users,Practice problem: Active Users.,No hints available.
1578,Apples & Oranges,https://leetcode.com/problems/apples-oranges/,Medium,True,,apples-oranges,Practice problem: Apples & Oranges.,No hints available.
1577,Probability of a Two Boxes Having The Same Number of Distinct Balls,https://leetcode.com/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls/,Hard,False,,probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,Practice problem: Probability of a Two Boxes Having The Same Number of Distinct Balls.,No hints available.
1576,Reorder Routes to Make All Paths Lead to the City Zero,https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero/,Medium,False,,reorder-routes-to-make-all-paths-lead-to-the-city-zero,Practice problem: Reorder Routes to Make All Paths Lead to the City Zero.,No hints available.
1575,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,https://leetcode.com/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts/,Medium,False,,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,Practice problem: Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts.,No hints available.
1574,Maximum Product of Two Elements in an Array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array/,Easy,False,,maximum-product-of-two-elements-in-an-array,Practice problem: Maximum Product of Two Elements in an Array.,No hints available.
1573,Find Two Non-overlapping Sub-arrays Each With Target Sum,https://leetcode.com/problems/find-two-non-overlapping-sub-arrays-each-with-target-sum/,Medium,False,,find-two-non-overlapping-sub-arrays-each-with-target-sum,Practice problem: Find Two Non-overlapping Sub-arrays Each With Target Sum.,No hints available.
1572,Subrectangle Queries,https://leetcode.com/problems/subrectangle-queries/,Medium,False,,subrectangle-queries,Practice problem: Subrectangle Queries.,No hints available.
1571,Allocate Mailboxes,https://leetcode.com/problems/allocate-mailboxes/,Hard,False,,allocate-mailboxes,Practice problem: Allocate Mailboxes.,No hints available.
1570,Final Prices With a Special Discount in a Shop,https://leetcode.com/problems/final-prices-with-a-special-discount-in-a-shop/,Easy,False,,final-prices-with-a-special-discount-in-a-shop,Practice problem: Final Prices With a Special Discount in a Shop.,No hints available.
1569,Max Dot Product of Two Subsequences,https://leetcode.com/problems/max-dot-product-of-two-subsequences/,Hard,False,,max-dot-product-of-two-subsequences,Practice problem: Max Dot Product of Two Subsequences.,No hints available.
1568,Pseudo-Palindromic Paths in a Binary Tree,https://leetcode.com/problems/pseudo-palindromic-paths-in-a-binary-tree/,Medium,False,,pseudo-palindromic-paths-in-a-binary-tree,Practice problem: Pseudo-Palindromic Paths in a Binary Tree.,No hints available.
1567,Maximum Number of Vowels in a Substring of Given Length,https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/,Medium,False,,maximum-number-of-vowels-in-a-substring-of-given-length,Practice problem: Maximum Number of Vowels in a Substring of Given Length.,No hints available.
1566,Check If a Word Occurs As a Prefix of Any Word in a Sentence,https://leetcode.com/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence/,Easy,False,,check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,Practice problem: Check If a Word Occurs As a Prefix of Any Word in a Sentence.,No hints available.
1565,Evaluate Boolean Expression,https://leetcode.com/problems/evaluate-boolean-expression/,Medium,True,,evaluate-boolean-expression,Practice problem: Evaluate Boolean Expression.,No hints available.
1564,Create a Session Bar Chart,https://leetcode.com/problems/create-a-session-bar-chart/,Easy,True,,create-a-session-bar-chart,Practice problem: Create a Session Bar Chart.,No hints available.
1563,Maximum Number of Darts Inside of a Circular Dartboard,https://leetcode.com/problems/maximum-number-of-darts-inside-of-a-circular-dartboard/,Hard,False,,maximum-number-of-darts-inside-of-a-circular-dartboard,Practice problem: Maximum Number of Darts Inside of a Circular Dartboard.,No hints available.
1562,People Whose List of Favorite Companies Is Not a Subset of Another List,https://leetcode.com/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list/,Medium,False,,people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,Practice problem: People Whose List of Favorite Companies Is Not a Subset of Another List.,No hints available.
1561,Rearrange Words in a Sentence,https://leetcode.com/problems/rearrange-words-in-a-sentence/,Medium,False,,rearrange-words-in-a-sentence,Practice problem: Rearrange Words in a Sentence.,No hints available.
1560,Number of Students Doing Homework at a Given Time,https://leetcode.com/problems/number-of-students-doing-homework-at-a-given-time/,Easy,False,,number-of-students-doing-homework-at-a-given-time,Practice problem: Number of Students Doing Homework at a Given Time.,No hints available.
1559,Cherry Pickup II,https://leetcode.com/problems/cherry-pickup-ii/,Hard,False,,cherry-pickup-ii,Practice problem: Cherry Pickup II.,No hints available.
1558,Course Schedule IV,https://leetcode.com/problems/course-schedule-iv/,Medium,False,,course-schedule-iv,Practice problem: Course Schedule IV.,No hints available.
1557,Check If a String Contains All Binary Codes of Size K,https://leetcode.com/problems/check-if-a-string-contains-all-binary-codes-of-size-k/,Medium,False,,check-if-a-string-contains-all-binary-codes-of-size-k,Practice problem: Check If a String Contains All Binary Codes of Size K.,No hints available.
1556,Make Two Arrays Equal by Reversing Subarrays,https://leetcode.com/problems/make-two-arrays-equal-by-reversing-subarrays/,Easy,False,,make-two-arrays-equal-by-reversing-subarrays,Practice problem: Make Two Arrays Equal by Reversing Subarrays.,No hints available.
1555,Number of Ways of Cutting a Pizza,https://leetcode.com/problems/number-of-ways-of-cutting-a-pizza/,Hard,False,,number-of-ways-of-cutting-a-pizza,Practice problem: Number of Ways of Cutting a Pizza.,No hints available.
1554,Minimum Time to Collect All Apples in a Tree,https://leetcode.com/problems/minimum-time-to-collect-all-apples-in-a-tree/,Medium,False,,minimum-time-to-collect-all-apples-in-a-tree,Practice problem: Minimum Time to Collect All Apples in a Tree.,No hints available.
1553,Count Triplets That Can Form Two Arrays of Equal XOR,https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/,Medium,False,,count-triplets-that-can-form-two-arrays-of-equal-xor,Practice problem: Count Triplets That Can Form Two Arrays of Equal XOR.,No hints available.
1552,Build an Array With Stack Operations,https://leetcode.com/problems/build-an-array-with-stack-operations/,Medium,False,,build-an-array-with-stack-operations,Practice problem: Build an Array With Stack Operations.,No hints available.
1551,NPV Queries,https://leetcode.com/problems/npv-queries/,Easy,True,,npv-queries,Practice problem: NPV Queries.,No hints available.
1550,Find the Kth Smallest Sum of a Matrix With Sorted Rows,https://leetcode.com/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows/,Hard,False,,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,Practice problem: Find the Kth Smallest Sum of a Matrix With Sorted Rows.,No hints available.
1549,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/,Medium,False,,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,Practice problem: Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit.,No hints available.
1548,Check If All 1's Are at Least Length K Places Away,https://leetcode.com/problems/check-if-all-1s-are-at-least-length-k-places-away/,Easy,False,,check-if-all-1s-are-at-least-length-k-places-away,Practice problem: Check If All 1's Are at Least Length K Places Away.,No hints available.
1547,Destination City,https://leetcode.com/problems/destination-city/,Easy,False,,destination-city,Practice problem: Destination City.,No hints available.
1546,Find the Quiet Students in All Exams,https://leetcode.com/problems/find-the-quiet-students-in-all-exams/,Hard,True,,find-the-quiet-students-in-all-exams,Practice problem: Find the Quiet Students in All Exams.,No hints available.
1545,Form Largest Integer With Digits That Add up to Target,https://leetcode.com/problems/form-largest-integer-with-digits-that-add-up-to-target/,Hard,False,,form-largest-integer-with-digits-that-add-up-to-target,Practice problem: Form Largest Integer With Digits That Add up to Target.,No hints available.
1544,Count Good Nodes in Binary Tree,https://leetcode.com/problems/count-good-nodes-in-binary-tree/,Medium,False,,count-good-nodes-in-binary-tree,Practice problem: Count Good Nodes in Binary Tree.,No hints available.
1543,Simplified Fractions,https://leetcode.com/problems/simplified-fractions/,Medium,False,,simplified-fractions,Practice problem: Simplified Fractions.,No hints available.
1542,Consecutive Characters,https://leetcode.com/problems/consecutive-characters/,Easy,False,,consecutive-characters,Practice problem: Consecutive Characters.,No hints available.
1541,Top Travellers,https://leetcode.com/problems/top-travellers/,Easy,False,,top-travellers,Practice problem: Top Travellers.,No hints available.
1539,Diagonal Traverse II,https://leetcode.com/problems/diagonal-traverse-ii/,Medium,False,,diagonal-traverse-ii,Practice problem: Diagonal Traverse II.,No hints available.
1538,Maximum Points You Can Obtain from Cards,https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/,Medium,False,,maximum-points-you-can-obtain-from-cards,Practice problem: Maximum Points You Can Obtain from Cards.,No hints available.
1537,Maximum Score After Splitting a String,https://leetcode.com/problems/maximum-score-after-splitting-a-string/,Easy,False,,maximum-score-after-splitting-a-string,Practice problem: Maximum Score After Splitting a String.,No hints available.
1536,Customers Who Bought Products A and B but Not C,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c/,Medium,True,,customers-who-bought-products-a-and-b-but-not-c,Practice problem: Customers Who Bought Products A and B but Not C.,No hints available.
1535,Build Array Where You Can Find The Maximum Exactly K Comparisons,https://leetcode.com/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons/,Hard,False,,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,Practice problem: Build Array Where You Can Find The Maximum Exactly K Comparisons.,No hints available.
1534,Minimum Number of Frogs Croaking,https://leetcode.com/problems/minimum-number-of-frogs-croaking/,Medium,False,,minimum-number-of-frogs-croaking,Practice problem: Minimum Number of Frogs Croaking.,No hints available.
1533,Display Table of Food Orders in a Restaurant,https://leetcode.com/problems/display-table-of-food-orders-in-a-restaurant/,Medium,False,,display-table-of-food-orders-in-a-restaurant,Practice problem: Display Table of Food Orders in a Restaurant.,No hints available.
1532,Reformat The String,https://leetcode.com/problems/reformat-the-string/,Easy,False,,reformat-the-string,Practice problem: Reformat The String.,No hints available.
1531,Number of Ways to Wear Different Hats to Each Other,https://leetcode.com/problems/number-of-ways-to-wear-different-hats-to-each-other/,Hard,False,,number-of-ways-to-wear-different-hats-to-each-other,Practice problem: Number of Ways to Wear Different Hats to Each Other.,No hints available.
1530,Check If a String Can Break Another String,https://leetcode.com/problems/check-if-a-string-can-break-another-string/,Medium,False,,check-if-a-string-can-break-another-string,Practice problem: Check If a String Can Break Another String.,No hints available.
1529,Max Difference You Can Get From Changing an Integer,https://leetcode.com/problems/max-difference-you-can-get-from-changing-an-integer/,Medium,False,,max-difference-you-can-get-from-changing-an-integer,Practice problem: Max Difference You Can Get From Changing an Integer.,No hints available.
1528,Kids With the Greatest Number of Candies,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies/,Easy,False,,kids-with-the-greatest-number-of-candies,Practice problem: Kids With the Greatest Number of Candies.,No hints available.
1527,Number of Ways to Paint N × 3 Grid,https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid/,Hard,False,,number-of-ways-to-paint-n-3-grid,Practice problem: Number of Ways to Paint N × 3 Grid.,No hints available.
1526,HTML Entity Parser,https://leetcode.com/problems/html-entity-parser/,Medium,False,,html-entity-parser,Practice problem: HTML Entity Parser.,No hints available.
1525,Queries on a Permutation With Key,https://leetcode.com/problems/queries-on-a-permutation-with-key/,Medium,False,,queries-on-a-permutation-with-key,Practice problem: Queries on a Permutation With Key.,No hints available.
1524,String Matching in an Array,https://leetcode.com/problems/string-matching-in-an-array/,Easy,False,,string-matching-in-an-array,Practice problem: String Matching in an Array.,No hints available.
1523,Capital Gain/Loss,https://leetcode.com/problems/capital-gainloss/,Medium,False,,capital-gainloss,Practice problem: Capital Gain/Loss.,No hints available.
1522,Stone Game III,https://leetcode.com/problems/stone-game-iii/,Hard,False,,stone-game-iii,Practice problem: Stone Game III.,No hints available.
1520,Number of Steps to Reduce a Number in Binary Representation to One,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one/,Medium,False,,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,Practice problem: Number of Steps to Reduce a Number in Binary Representation to One.,No hints available.
1519,Minimum Subsequence in Non-Increasing Order,https://leetcode.com/problems/minimum-subsequence-in-non-increasing-order/,Easy,False,,minimum-subsequence-in-non-increasing-order,Practice problem: Minimum Subsequence in Non-Increasing Order.,No hints available.
1518,Total Sales Amount by Year,https://leetcode.com/problems/total-sales-amount-by-year/,Hard,True,,total-sales-amount-by-year,Practice problem: Total Sales Amount by Year.,No hints available.
1517,Restore The Array,https://leetcode.com/problems/restore-the-array/,Hard,False,,restore-the-array,Practice problem: Restore The Array.,No hints available.
1516,The k-th Lexicographical String of All Happy Strings of Length n,https://leetcode.com/problems/the-k-th-lexicographical-string-of-all-happy-strings-of-length-n/,Medium,False,,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,Practice problem: The k-th Lexicographical String of All Happy Strings of Length n.,No hints available.
1515,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,https://leetcode.com/problems/find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k/,Medium,False,,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,Practice problem: Find the Minimum Number of Fibonacci Numbers Whose Sum Is K.,No hints available.
1514,Minimum Value to Get Positive Step by Step Sum,https://leetcode.com/problems/minimum-value-to-get-positive-step-by-step-sum/,Easy,False,,minimum-value-to-get-positive-step-by-step-sum,Practice problem: Minimum Value to Get Positive Step by Step Sum.,No hints available.
1513,Find All Good Strings,https://leetcode.com/problems/find-all-good-strings/,Hard,False,,find-all-good-strings,Practice problem: Find All Good Strings.,No hints available.
1512,Design Underground System,https://leetcode.com/problems/design-underground-system/,Medium,False,,design-underground-system,Practice problem: Design Underground System.,No hints available.
1511,Count Number of Teams,https://leetcode.com/problems/count-number-of-teams/,Medium,False,,count-number-of-teams,Practice problem: Count Number of Teams.,No hints available.
1510,Find Lucky Integer in an Array,https://leetcode.com/problems/find-lucky-integer-in-an-array/,Easy,False,,find-lucky-integer-in-an-array,Practice problem: Find Lucky Integer in an Array.,No hints available.
1509,Replace Employee ID With The Unique Identifier,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier/,Easy,False,,replace-employee-id-with-the-unique-identifier,Practice problem: Replace Employee ID With The Unique Identifier.,No hints available.
1508,Longest Happy Prefix,https://leetcode.com/problems/longest-happy-prefix/,Hard,False,,longest-happy-prefix,Practice problem: Longest Happy Prefix.,No hints available.
1507,Check if There is a Valid Path in a Grid,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid/,Medium,False,,check-if-there-is-a-valid-path-in-a-grid,Practice problem: Check if There is a Valid Path in a Grid.,No hints available.
1505,Create Target Array in the Given Order,https://leetcode.com/problems/create-target-array-in-the-given-order/,Easy,False,,create-target-array-in-the-given-order,Practice problem: Create Target Array in the Given Order.,No hints available.
1504,Get the Second Most Recent Activity,https://leetcode.com/problems/get-the-second-most-recent-activity/,Hard,True,,get-the-second-most-recent-activity,Practice problem: Get the Second Most Recent Activity.,No hints available.
1503,Reducing Dishes,https://leetcode.com/problems/reducing-dishes/,Hard,False,,reducing-dishes,Practice problem: Reducing Dishes.,No hints available.
1502,Construct K Palindrome Strings,https://leetcode.com/problems/construct-k-palindrome-strings/,Medium,False,,construct-k-palindrome-strings,Practice problem: Construct K Palindrome Strings.,No hints available.
1501,Circle and Rectangle Overlapping,https://leetcode.com/problems/circle-and-rectangle-overlapping/,Medium,False,,circle-and-rectangle-overlapping,Practice problem: Circle and Rectangle Overlapping.,No hints available.
1500,Count Largest Group,https://leetcode.com/problems/count-largest-group/,Easy,False,,count-largest-group,Practice problem: Count Largest Group.,No hints available.
1499,Maximum Performance of a Team,https://leetcode.com/problems/maximum-performance-of-a-team/,Hard,False,,maximum-performance-of-a-team,Practice problem: Maximum Performance of a Team.,No hints available.
1498,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree/,Easy,False,,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,Practice problem: Find a Corresponding Node of a Binary Tree in a Clone of That Tree.,No hints available.
1497,Design a Stack With Increment Operation,https://leetcode.com/problems/design-a-stack-with-increment-operation/,Medium,False,,design-a-stack-with-increment-operation,Practice problem: Design a Stack With Increment Operation.,No hints available.
1496,Lucky Numbers in a Matrix,https://leetcode.com/problems/lucky-numbers-in-a-matrix/,Easy,False,,lucky-numbers-in-a-matrix,Practice problem: Lucky Numbers in a Matrix.,No hints available.
1495,Number of Trusted Contacts of a Customer,https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer/,Medium,True,,number-of-trusted-contacts-of-a-customer,Practice problem: Number of Trusted Contacts of a Customer.,No hints available.
1494,Activity Participants,https://leetcode.com/problems/activity-participants/,Medium,True,,activity-participants,Practice problem: Activity Participants.,No hints available.
1493,Frog Position After T Seconds,https://leetcode.com/problems/frog-position-after-t-seconds/,Hard,False,,frog-position-after-t-seconds,Practice problem: Frog Position After T Seconds.,No hints available.
1492,Time Needed to Inform All Employees,https://leetcode.com/problems/time-needed-to-inform-all-employees/,Medium,False,,time-needed-to-inform-all-employees,Practice problem: Time Needed to Inform All Employees.,No hints available.
1491,Number of Times Binary String Is Prefix-Aligned,https://leetcode.com/problems/number-of-times-binary-string-is-prefix-aligned/,Medium,False,,number-of-times-binary-string-is-prefix-aligned,Practice problem: Number of Times Binary String Is Prefix-Aligned.,No hints available.
1490,Generate a String With Characters That Have Odd Counts,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts/,Easy,False,,generate-a-string-with-characters-that-have-odd-counts,Practice problem: Generate a String With Characters That Have Odd Counts.,No hints available.
1489,Pizza With 3n Slices,https://leetcode.com/problems/pizza-with-3n-slices/,Hard,False,,pizza-with-3n-slices,Practice problem: Pizza With 3n Slices.,No hints available.
1488,Sort Integers by The Power Value,https://leetcode.com/problems/sort-integers-by-the-power-value/,Medium,False,,sort-integers-by-the-power-value,Practice problem: Sort Integers by The Power Value.,No hints available.
1487,Cinema Seat Allocation,https://leetcode.com/problems/cinema-seat-allocation/,Medium,False,,cinema-seat-allocation,Practice problem: Cinema Seat Allocation.,No hints available.
1486,Find the Distance Value Between Two Arrays,https://leetcode.com/problems/find-the-distance-value-between-two-arrays/,Easy,False,,find-the-distance-value-between-two-arrays,Practice problem: Find the Distance Value Between Two Arrays.,No hints available.
1485,Minimum Cost to Make at Least One Valid Path in a Grid,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/,Hard,False,,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,Practice problem: Minimum Cost to Make at Least One Valid Path in a Grid.,No hints available.
1484,Linked List in Binary Tree,https://leetcode.com/problems/linked-list-in-binary-tree/,Medium,False,,linked-list-in-binary-tree,Practice problem: Linked List in Binary Tree.,No hints available.
1483,Rank Teams by Votes,https://leetcode.com/problems/rank-teams-by-votes/,Medium,False,,rank-teams-by-votes,Practice problem: Rank Teams by Votes.,No hints available.
1482,How Many Numbers Are Smaller Than the Current Number,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number/,Easy,False,,how-many-numbers-are-smaller-than-the-current-number,Practice problem: How Many Numbers Are Smaller Than the Current Number.,No hints available.
1481,Students With Invalid Departments,https://leetcode.com/problems/students-with-invalid-departments/,Easy,True,,students-with-invalid-departments,Practice problem: Students With Invalid Departments.,No hints available.
1480,Movie Rating,https://leetcode.com/problems/movie-rating/,Medium,False,,movie-rating,Practice problem: Movie Rating.,No hints available.
1479,Construct Target Array With Multiple Sums,https://leetcode.com/problems/construct-target-array-with-multiple-sums/,Hard,False,,construct-target-array-with-multiple-sums,Practice problem: Construct Target Array With Multiple Sums.,No hints available.
1478,Maximum Number of Events That Can Be Attended,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/,Medium,False,,maximum-number-of-events-that-can-be-attended,Practice problem: Maximum Number of Events That Can Be Attended.,No hints available.
1477,Product of the Last K Numbers,https://leetcode.com/problems/product-of-the-last-k-numbers/,Medium,False,,product-of-the-last-k-numbers,Practice problem: Product of the Last K Numbers.,No hints available.
1476,Count Negative Numbers in a Sorted Matrix,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix/,Easy,False,,count-negative-numbers-in-a-sorted-matrix,Practice problem: Count Negative Numbers in a Sorted Matrix.,No hints available.
1475,Maximum Sum BST in Binary Tree,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/,Hard,False,,maximum-sum-bst-in-binary-tree,Practice problem: Maximum Sum BST in Binary Tree.,No hints available.
1474,Longest ZigZag Path in a Binary Tree,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/,Medium,False,,longest-zigzag-path-in-a-binary-tree,Practice problem: Longest ZigZag Path in a Binary Tree.,No hints available.
1473,Find the Longest Substring Containing Vowels in Even Counts,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts/,Medium,False,,find-the-longest-substring-containing-vowels-in-even-counts,Practice problem: Find the Longest Substring Containing Vowels in Even Counts.,No hints available.
1472,Increasing Decreasing String,https://leetcode.com/problems/increasing-decreasing-string/,Easy,False,,increasing-decreasing-string,Practice problem: Increasing Decreasing String.,No hints available.
1471,Maximum Students Taking Exam,https://leetcode.com/problems/maximum-students-taking-exam/,Hard,False,,maximum-students-taking-exam,Practice problem: Maximum Students Taking Exam.,No hints available.
